CASE_COUNT,CASE_COUNT_7DAY_AVG,CASE_COUNT_PREV_0,CASE_COUNT_PREV_1,CASE_COUNT_PREV_2,CASE_COUNT_PREV_3,CASE_COUNT_PREV_4,CASE_COUNT_PREV_5,DEATH_COUNT,DEATH_COUNT_7DAY_AVG,DEATH_COUNT_PREV_0,DEATH_COUNT_PREV_1,DEATH_COUNT_PREV_2,DEATH_COUNT_PREV_3,DEATH_COUNT_PREV_4,DEATH_COUNT_PREV_5,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
755,876.7142857142857,554.0,1136.0,1204.0,965.0,783.0,740.0,10,8.142857142857142,14.0,10.0,6.0,8.0,7.0,2.0,-57.0,-18.0,-27.0,-55.0,-40.0,15.0
317,498.0,399.0,653.0,555.0,538.0,567.0,457.0,9,5.142857142857143,6.0,12.0,4.0,5.0,0.0,0.0,-81.0,-38.0,-66.0,-73.0,-48.0,16.0
696,843.7142857142857,947.0,1185.0,1065.0,835.0,650.0,528.0,14,8.571428571428571,14.0,10.0,6.0,9.0,3.0,4.0,-57.0,-20.0,-7.0,-63.0,-45.0,16.0
317,211.71428571428572,248.0,310.0,258.0,150.0,108.0,91.0,7,2.7142857142857144,3.0,4.0,4.0,0.0,1.0,0.0,-50.0,-20.0,-14.0,-50.0,-32.0,14.0
730,555.2857142857143,495.0,491.0,723.0,623.0,482.0,343.0,14,9.0,12.0,14.0,13.0,7.0,2.0,1.0,-61.0,-38.0,-61.0,-60.0,-54.0,25.0
909,900.8571428571429,755.0,554.0,1136.0,1204.0,965.0,783.0,28,11.857142857142858,10.0,14.0,10.0,6.0,8.0,7.0,-66.0,-42.0,-67.0,-67.0,-62.0,30.0
530,508.42857142857144,317.0,399.0,653.0,555.0,538.0,567.0,10,6.571428571428571,9.0,6.0,12.0,4.0,5.0,0.0,-83.0,-57.0,-79.0,-77.0,-75.0,32.0
1192,938.5714285714286,696.0,947.0,1185.0,1065.0,835.0,650.0,36,13.142857142857142,14.0,14.0,10.0,6.0,9.0,3.0,-66.0,-42.0,-63.0,-72.0,-63.0,31.0
209,228.57142857142858,317.0,248.0,310.0,258.0,150.0,108.0,8,3.857142857142857,7.0,3.0,4.0,4.0,0.0,1.0,-58.0,-37.0,-66.0,-66.0,-55.0,27.0
927,638.7142857142857,730.0,495.0,491.0,723.0,623.0,482.0,14,10.857142857142858,14.0,12.0,14.0,13.0,7.0,2.0,-49.0,-13.0,-34.0,-52.0,-55.0,23.0
1212,962.1428571428571,909.0,755.0,554.0,1136.0,1204.0,965.0,28,14.857142857142858,28.0,10.0,14.0,10.0,6.0,8.0,-54.0,-14.0,2.0,-59.0,-62.0,28.0
619,515.8571428571429,530.0,317.0,399.0,653.0,555.0,538.0,19,9.285714285714286,10.0,9.0,6.0,12.0,4.0,5.0,-79.0,-39.0,-56.0,-73.0,-74.0,29.0
1389,1044.142857142857,1192.0,696.0,947.0,1185.0,1065.0,835.0,40,18.428571428571427,36.0,14.0,14.0,10.0,6.0,9.0,-53.0,-15.0,21.0,-66.0,-63.0,30.0
350,263.14285714285717,209.0,317.0,248.0,310.0,258.0,150.0,6,4.571428571428571,8.0,7.0,3.0,4.0,4.0,0.0,-43.0,-18.0,-7.0,-59.0,-55.0,25.0
1068,722.4285714285714,927.0,730.0,495.0,491.0,723.0,623.0,35,15.571428571428571,14.0,14.0,12.0,14.0,13.0,7.0,-54.0,-24.0,-49.0,-55.0,-56.0,25.0
1255,1003.5714285714286,1212.0,909.0,755.0,554.0,1136.0,1204.0,44,20.0,28.0,28.0,10.0,14.0,10.0,6.0,-60.0,-25.0,-44.0,-63.0,-63.0,29.0
586,522.7142857142857,619.0,530.0,317.0,399.0,653.0,555.0,24,12.0,19.0,10.0,9.0,6.0,12.0,4.0,-82.0,-48.0,-70.0,-75.0,-75.0,31.0
1570,1149.142857142857,1389.0,1192.0,696.0,947.0,1185.0,1065.0,36,22.285714285714285,40.0,36.0,14.0,14.0,10.0,6.0,-59.0,-26.0,-33.0,-69.0,-64.0,31.0
394,298.0,350.0,209.0,317.0,248.0,310.0,258.0,4,5.142857142857143,6.0,8.0,7.0,3.0,4.0,4.0,-50.0,-25.0,-47.0,-64.0,-56.0,27.0
998,776.0,1068.0,927.0,730.0,495.0,491.0,723.0,45,21.0,35.0,14.0,14.0,12.0,14.0,13.0,-48.0,-14.0,-30.0,-52.0,-57.0,24.0
1372,1027.5714285714287,1255.0,1212.0,909.0,755.0,554.0,1136.0,60,27.714285714285715,44.0,28.0,28.0,10.0,14.0,10.0,-55.0,-16.0,4.0,-61.0,-63.0,29.0
625,532.7142857142857,586.0,619.0,530.0,317.0,399.0,653.0,33,16.142857142857142,24.0,19.0,10.0,9.0,6.0,12.0,-81.0,-42.0,-56.0,-75.0,-75.0,31.0
1644,1231.857142857143,1570.0,1389.0,1192.0,696.0,947.0,1185.0,79,32.714285714285715,36.0,40.0,36.0,14.0,14.0,10.0,-55.0,-19.0,24.0,-68.0,-65.0,31.0
405,319.0,394.0,350.0,209.0,317.0,248.0,310.0,12,6.285714285714286,4.0,6.0,8.0,7.0,3.0,4.0,-45.0,-18.0,-1.0,-60.0,-57.0,26.0
1090,828.4285714285714,998.0,1068.0,927.0,730.0,495.0,491.0,47,25.857142857142858,45.0,35.0,14.0,14.0,12.0,14.0,-51.0,-19.0,-24.0,-52.0,-57.0,27.0
1425,1068.857142857143,1372.0,1255.0,1212.0,909.0,755.0,554.0,87,38.714285714285715,60.0,44.0,28.0,28.0,10.0,14.0,-57.0,-19.0,8.0,-59.0,-63.0,29.0
656,533.1428571428571,625.0,586.0,619.0,530.0,317.0,399.0,47,21.142857142857142,33.0,24.0,19.0,10.0,9.0,6.0,-81.0,-45.0,-59.0,-75.0,-74.0,32.0
1576,1287.7142857142858,1644.0,1570.0,1389.0,1192.0,696.0,947.0,74,41.857142857142854,79.0,36.0,40.0,36.0,14.0,14.0,-58.0,-21.0,28.0,-68.0,-65.0,33.0
372,327.85714285714283,405.0,394.0,350.0,209.0,317.0,248.0,7,6.714285714285714,12.0,4.0,6.0,8.0,7.0,3.0,-48.0,-18.0,1.0,-59.0,-57.0,28.0
